sku_id,category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
695,"Cooking Essentials","Maggi Masala Ae Magic",58.00,6.00,0,54.00,72,1,72
696,"Cooking Essentials","Aashirvaad Iodised Salt ",22.00,13.00,0,19.00,1000,1,1
697,"Cooking Essentials","Maggi 2-Minute Instant Noodles - Masala",44.00,0.00,0,44.00,280,1,280
698,"Cooking Essentials","Popular Essentials Phool Makhana (Jumbo Size)",150.00,14.00,0,128.00,100,1,100
699,"Cooking Essentials","Aashirvaad Atta With Mutigrains",315.00,8.00,0,287.00,5000,1,5
700,"Cooking Essentials","Tata Sampann Poha",44.00,6.00,0,41.00,500,1,500
701,"Cooking Essentials","Fortune Besan Flour",120.00,0.00,0,120.00,1000,1,1
702,"Cooking Essentials","Popular Essentials Toor Dal (Un-Polished)",80.00,7.00,0,74.00,500,1,500
703,"Cooking Essentials","Everest Tikhalal Hot & Red Chilly Powder",47.00,2.00,0,46.00,100,1,100
704,"Cooking Essentials","Popular Essentials Chia Seeds",50.00,2.00,0,49.00,100,1,100
705,"Cooking Essentials","Tata Sampann Unpolished Toor Dal/Arhar Dal",179.00,1.00,0,177.00,1000,1,200
706,"Cooking Essentials","Everest Coriander Powder",32.00,3.00,0,31.00,100,1,100
707,"Cooking Essentials","Satyam Thin Poha Patla",38.00,7.00,0,35.00,500,1,500
708,"Cooking Essentials","Popular Essentials Sona Masouri Raw Rice",75.00,0.00,0,75.00,1000,1,1
709,"Cooking Essentials","Tata Sampann High Protien Chana Dal - Split",64.00,0.00,0,64.00,500,1,500
710,"Cooking Essentials","Satyam Singdana ",119.00,6.00,0,111.00,500,1,500
711,"Cooking Essentials","Tata Sampann Moong Chilka ",88.00,6.00,0,82.00,500,1,500
712,"Cooking Essentials","Tata Sampann High Protien Toor Dal - Split",91.00,2.00,0,89.00,500,1,500
713,"Cooking Essentials","Ching's Chow Mein Hakka Noodles Masala",10.00,0.00,0,10.00,20,1,20
714,"Cooking Essentials","Everest Chat Masala",65.00,9.00,0,59.00,100,1,100
715,"Cooking Essentials","Popular Essentials Black Brown Chana (Un-Polished)",55.00,9.00,0,50.00,500,1,500
716,"Cooking Essentials","Dabur Ginger Garlic Paste",50.00,6.00,0,47.00,200,1,200
717,"Cooking Essentials","Ching's Secret Veg Hakka Noodles",107.00,0.00,0,107.00,600,1,600
718,"Cooking Essentials","Saffola Oats 100 % Natural",15.00,0.00,0,15.00,38,1,38
719,"Cooking Essentials","Everest Kashmiri Lal Chilli Powder",310.00,10.00,0,279.00,500,1,500
720,"Cooking Essentials","Popular Essentials Black Raisins Seedless",60.00,10.00,0,54.00,100,1,100
721,"Cooking Essentials","Daawat Rozana Super Basmati Rice",79.00,0.00,0,79.00,1000,1,1
722,"Cooking Essentials","Everest Cumin Powder (Jeera)",30.00,3.00,0,29.00,50,1,50
723,"Cooking Essentials","Everest Sambhar Masala",34.00,2.00,0,33.00,50,1,50
724,"Cooking Essentials","Maggi Chilly Chow Cuppa Noodles",50.00,0.00,0,50.00,70,1,70
725,"Cooking Essentials","Popular Essentials Mustard Seeds Rai Big",20.00,0.00,0,20.00,100,1,100
726,"Cooking Essentials","Patanjali Cow's Ghee",565.00,0.00,0,565.00,1000,1,1
727,"Cooking Essentials","Everest Amchur Powder",42.00,2.00,0,41.00,50,1,50
728,"Cooking Essentials","Daawat Super Basmati Rice",185.00,8.00,0,169.00,1000,1,1
729,"Cooking Essentials","Popular Essentials Sabudana",60.00,10.00,0,54.00,500,1,500
730,"Cooking Essentials","Popular Essentials Brown Sugar",40.00,0.00,0,40.00,500,1,500
731,"Cooking Essentials","Everest Coriander Powder",70.00,10.00,0,63.00,200,1,200
732,"Cooking Essentials","Sunfeast Yippee! Magic Masala Noodles",48.00,6.00,0,45.00,240,1,240
733,"Cooking Essentials","Tata Tea Gold",35.00,0.00,0,35.00,100,1,200
734,"Cooking Essentials","Daawat Rozana Gold Basmati Rice",90.00,1.00,0,89.00,1000,1,1
735,"Cooking Essentials","Top Ramen Masala",91.00,9.00,0,82.00,560,1,560
736,"Cooking Essentials","Everest Turmeric Powder",67.00,10.00,0,60.00,200,1,200
737,"Cooking Essentials","Popular Essentials Buckwheat Flour (Kuttu Atta)",125.00,9.00,0,113.00,500,1,500
738,"Cooking Essentials","Keya Italian Pizza Oregano",109.00,11.00,0,97.00,80,1,80
739,"Cooking Essentials","Chef's Basket Durum Wheat Penne Pasta",160.00,50.00,0,80.00,500,1,500
740,"Cooking Essentials","Tata Sampann Kala Chana",125.00,0.00,0,125.00,1000,1,1
741,"Cooking Essentials","India Gate Basmati Rice",210.00,0.00,0,210.00,1000,1,1
742,"Cooking Essentials","24 Mantra Organic Whole Wheat Atta",64.00,7.00,0,59.00,1000,1,1
743,"Cooking Essentials","Zorabian Chicken Kheema Parathas",190.00,0.00,0,190.00,300,1,300
744,"Cooking Essentials","Sunfeast Pasta Treat Pack of Tomato Cheese",28.00,17.00,0,23.00,65,1,65
745,"Cooking Essentials","Sugarlite 50% Less Calories Sugar Pouch",99.00,40.00,0,59.00,500,1,500
746,"Cooking Essentials","Popular Essentials Sabja/Basil Seeds",60.00,15.00,0,51.00,100,1,100
747,"Cooking Essentials","Patanjali Pure Honey",95.00,0.00,0,95.00,250,1,250
748,"Cooking Essentials","Weikfield Falooda Mix - Mango",49.00,2.00,0,48.00,200,1,200
749,"Cooking Essentials","Pro Nature Organic Sonamasoori Brown Rice",102.00,7.00,0,94.00,1000,1,1
750,"Cooking Essentials","Maggi Special Masala Spicy Yummy Noodles",72.00,0.00,0,72.00,280,1,280
751,"Cooking Essentials","Godrej Yummiez Chicken Breakfast Salami",150.00,4.00,0,143.00,250,1,250
752,"Cooking Essentials","Everest Saffron Kesar",120.00,0.00,0,120.00,1,1,0
753,Munchies,"Maggi 2 Minute Masala Noodles",12.00,0.00,6,12.00,70,0,70
754,Munchies,"iD Idli & Dosa Batter ",80.00,15.00,6,68.00,1000,0,1
755,Munchies,"Tata Salt",24.00,0.00,6,24.00,1000,0,1
756,Munchies,"Arden Eggs White",97.00,0.00,4,97.00,696,0,12
757,Munchies,"Arden Eggs White",65.00,15.00,4,55.00,348,0,6
758,Munchies,"Fortune Sunlite Refined Sunflower (Pouch)",230.00,4.00,6,219.00,1000,0,1
759,Munchies,"Aashirvaad Superior MP Atta",250.00,2.00,6,245.00,5000,0,5
760,Munchies,"Amul Pure Ghee (Pouch)",255.00,2.00,6,249.00,500,0,500
761,Munchies,"Arden Eggs Brown",85.00,7.00,4,79.00,348,0,6
762,Munchies,"Tata Salt Lite",40.00,10.00,6,36.00,1000,0,1
763,Munchies,"Saffola Gold Oil (Pouch)",215.00,0.00,6,215.00,1000,0,1
764,Munchies,"Fortune Sunlite Refined Sunflower (Jar)",925.00,0.00,6,925.00,5000,0,5
765,Munchies,"Fortune Rice Bran (Pouch)",225.00,11.00,6,199.00,1000,0,1
766,Munchies,"Saffola Active Oil",210.00,0.00,6,210.00,1000,0,1
767,Munchies,"Amul Pure Ghee (Pouch)",505.00,1.00,2,499.00,1000,0,1
768,Munchies,"Aashirvaad Atta",460.00,13.00,6,399.00,10000,0,10
769,Munchies,"Popular Essentials Toor Dal (Un-Polished)",160.00,6.00,4,149.00,1000,0,1
770,Munchies,"Amul Ghee (Tin)",520.00,2.00,6,509.00,1000,0,1
771,Munchies,"Amul Fresh Cream",197.00,3.00,3,191.00,1000,0,1
772,Munchies,"Popular Essentials Pure Jaggery",50.00,2.00,6,49.00,450,0,450
773,Munchies,"Aashirvaad Multigrain Atta",64.00,3.00,2,62.00,1000,0,1
774,Munchies,"Fortune Soyabean Oil",1005.00,0.00,6,999.00,5000,0,5
775,Munchies,"Popular Essentials Sunflower Seeds",25.00,0.00,6,25.00,50,0,50
776,Munchies,"Tata Sampann kabuli chana",185.00,1.00,4,183.00,1000,0,500
777,Munchies,"Dhara Groundnut Oil (Pouch)",230.00,11.00,6,203.00,1000,0,1
778,Munchies,"Dhara Health Refined Sun Flower Oil Jar",1200.00,18.00,6,984.00,5000,0,5
779,Munchies,"24 Mantra Organic Jaggery Powder",80.00,15.00,6,68.00,500,0,500
780,Munchies,"Tata Sampann High Protien Kabuli Chana",94.00,0.00,1,94.00,500,0,500
781,Munchies,"Dhara Kachi Ghani Mustard Oil Jar",1250.00,8.00,6,1143.00,5000,0,5
782,Munchies,"D'lecta Dairy Cream",54.00,5.00,6,51.00,200,0,200
783,Munchies,"Ching's Secret Instant Hot Garlic Noodles",15.00,0.00,3,15.00,60,0,60
784,Munchies,"Dabur Ginger Garlic Paste",25.00,8.00,3,23.00,100,0,100
785,Munchies,"Ching's Secret Instant Schezwan Noodles",15.00,0.00,6,15.00,60,0,60
786,Munchies,"Gowardhan Ghee/Tuppa Jar",315.00,1.00,6,309.00,500,0,500
787,Munchies,"Tata Sampann Unpolished Moong Dal ",92.00,4.00,4,88.00,500,0,500
788,Munchies,"Aashirvaad Select Atta",64.00,0.00,6,64.00,1000,0,1
789,Munchies,"Popular Essentials Misri Dana (Diamond Sugar) ",15.00,0.00,4,15.00,100,0,100
790,Munchies,"Gowardhan Ghee Jar",598.00,3.00,6,579.00,1000,0,1
791,Munchies,"Top Ramen  Noodles Curry Veg Pouch",20.00,0.00,1,20.00,70,0,70
792,Munchies,"Popular Essentials Refined Sugar",60.00,0.00,6,60.00,1000,0,1
793,Munchies,"Fortune Kachi Ghani Mustard Oil Bottle",216.00,7.00,6,199.00,1000,0,1
794,Munchies,"Saffola Veggie Twist Masala Oats",15.00,0.00,6,15.00,38,0,38
795,Munchies,"Satyam Puffed Rice Kurmura (R)",23.00,0.00,6,23.00,200,0,200
796,Munchies,"Quaker Oats",79.00,0.00,2,79.00,400,0,400
797,Munchies,"Aashirvaad Select Sharbati Atta",315.00,10.00,6,283.00,5000,0,5
798,Munchies,"Popular Essentials Refined Sugar",295.00,10.00,6,265.00,5000,0,5
799,Munchies,"Gowardhan Cow Ghee Pouch",579.00,10.00,6,521.00,1000,0,1
800,Munchies,"Dhara Nourish Refined Sunflower Oil Pouch",210.00,5.00,6,199.00,1000,0,1
801,Munchies,"Parachute Oil ",40.00,7.00,3,37.00,100,0,100
802,Munchies,"Popular Essentials Plain Puffed Rice (Murmura/Muri)",18.00,0.00,6,18.00,100,0,100
803,Munchies,"Amul Mithai Mate Condensed Sweetened Milk",56.00,3.00,4,54.00,200,0,200
804,Munchies,"Saffola Gold (Jar)",1240.00,0.00,6,1240.00,5000,0,5
805,Munchies,"McCain New Mini Samosa with Cheese Pizza Style Filling",120.00,1.00,3,118.00,240,0,240
806,Munchies,"Fortune Rice Bran Health Oil (Jar)",1050.00,1.00,6,1039.00,5000,0,5
807,Munchies,"Arden Desi Eggs",110.00,13.00,4,95.00,348,0,6
808,Munchies,"Fortune Rozana Basmati Rice",585.00,21.00,6,462.00,5000,0,5
809,Munchies,"Fortune Biriyani Special Basmati Rice",175.00,0.00,5,175.00,1000,0,1
810,Munchies,"Everest Garam Masala",78.00,7.00,5,72.00,100,0,100
811,Munchies,"Popular Essentials Pumpkin Seeds",90.00,16.00,6,75.00,100,0,100
812,Munchies,"Fortune Soya Health Refined Soybean Oil",210.00,1.00,2,206.00,1000,0,1
813,Munchies,"Gowardhan Pure Ghee Pouch",295.00,4.00,6,281.00,500,0,500
814,Munchies,"Popular Essentials Jeera/Cumin Seeds",40.00,5.00,3,38.00,100,0,100
815,Munchies,"Weikfield Baking Soda",30.00,3.00,6,29.00,100,0,100
816,Munchies,"Everest Pav Bhaji Masala",37.00,10.00,4,33.00,50,0,50
817,Munchies,"Tata Sampann Unpolished Chana Dal",95.00,6.00,2,89.00,1000,0,500
818,Munchies,"Amul Mithai Mate EOE Tin",112.00,2.00,6,109.00,400,0,400
819,Munchies,"Pillsbury Chakki Fresh Atta",450.00,16.00,6,375.00,10000,0,10
820,Munchies,"Everest Chicken Masala",39.00,2.00,1,38.00,50,0,50
821,Munchies,"Dhara Life Refined Ricebran Oil (Pouch)",205.00,7.00,6,190.00,1000,0,1
822,Munchies,"Borges Extra Virgin Olive Oil",400.00,25.00,1,299.00,250,0,250
823,Munchies,"Everest Shahi Biryani Masala",70.00,14.00,6,60.00,50,0,50
824,Munchies,"Popular Essentials Californian Almond",350.00,28.00,6,251.00,250,0,250
825,Munchies,"Popular Essentials Ajwain Whole",25.00,0.00,4,25.00,50,0,50
826,Munchies,"Everest Tikhalal Chilli Powder",235.00,9.00,6,212.00,500,0,500
827,Munchies,"Popular Essentials Kabuli Chana Regular",85.00,9.00,6,77.00,500,0,500
828,Munchies,"Pillsbury Chakki Fresh Atta",52.00,0.00,4,52.00,1000,0,1
829,Munchies,"Popular Essentials Saunf/Fennel Seeds",45.00,2.00,6,44.00,100,0,100
830,Munchies,"Popular Essentials Bansi Sooji",35.00,2.00,3,34.00,500,0,500
831,Munchies,"Happilo Premium International Queen Kalmi Dates",245.00,29.00,6,172.00,200,0,200
832,Munchies,"Tata Sampann Unpolished Urad Whole",101.00,6.00,4,94.00,500,0,500
833,Munchies,"Popular Essentials Cashew Split",325.00,12.00,6,283.00,250,0,250
834,Munchies,"Popular Essentials Chana Dal (Un-Polished)",60.00,10.00,6,54.00,500,0,500
835,Munchies,"Tata Sampann Unpolished Rajma (Chitra)",134.00,6.00,6,125.00,500,0,500
836,Munchies,"Everest Garam Masala",42.00,2.00,2,41.00,50,0,50
837,Munchies,"Everest Kitchen King Masala",70.00,14.00,2,60.00,100,0,100
838,Munchies,"24 Mantra Organic Cumin",70.00,7.00,2,65.00,100,0,100
839,Munchies,"Nestle Milkmaid",132.00,3.00,6,128.00,400,0,400
840,Munchies,"Popular Essentials Sona Masouri Steam Rice",65.00,9.00,6,59.00,1000,0,1
841,Munchies,"24 Mantra Organic Tur Dal",260.00,20.00,6,208.00,1000,0,1
842,Munchies,"Gits Gulab Jamun Instant Dessert Mix",99.00,10.00,6,89.00,200,0,200
843,Munchies,"Popular Essentials Black Masoor Whole (Un-Polished)",65.00,10.00,3,58.00,500,0,500
844,Munchies,"24 Mantra Organic Peanuts",135.00,7.00,1,125.00,500,0,500
845,Munchies,"Everest Hingraj Powder",90.00,10.00,2,81.00,50,0,50
846,Munchies,"Everest Black Pepper Powder",135.00,14.00,6,115.00,100,0,100
847,Munchies,"Tata Sampann Masoor Dal Stand",150.00,10.00,4,134.00,1000,0,1
848,Munchies,"24 Mantra Organic Besan",95.00,7.00,5,88.00,500,0,500
849,Munchies,"Quaker Oats",199.00,7.00,6,184.00,1000,0,1
850,Munchies,"Saffola Gold Refined Cooking Oil (Jar)",485.00,7.00,6,449.00,2000,0,2
851,Munchies,"Nestle Everyday Dairy Whitener",210.00,0.00,4,210.00,400,0,400
852,Munchies,"24 Mantra Organic Red Poha",75.00,8.00,1,69.00,500,0,500
853,Munchies,"Everest Powder - Tea Masala",98.00,9.00,5,89.00,100,0,100
854,Munchies,"Tata Sampann Urad Dal Split",94.00,4.00,6,90.00,500,0,500
855,Munchies,"Popular Essentials Idli Sooji ",30.00,6.00,6,28.00,500,0,500
856,Munchies,"Popular Essentials Dessicated Coconut",95.00,9.00,6,86.00,200,0,200
857,Munchies,"Sunfeast Yippee! Mood Masala Noodles",60.00,28.00,3,43.00,260,0,260
858,Munchies,"Chef's Basket Durum Wheat Elbow Pasta",160.00,50.00,6,80.00,500,0,500
859,Munchies,"MTR Breakfast Khatta Meetha Poha Mix",25.00,20.00,6,20.00,60,0,60
860,Munchies,"Satyam Khobra",113.00,10.00,5,101.00,200,0,200
861,Munchies,"Betty Crocker Complete Pancake Mix Original",110.00,4.00,6,105.00,250,0,500
862,Munchies,"Borges Durum Wheat Fusilli Pasta ",250.00,0.00,3,250.00,500,0,500
863,Munchies,"24 Mantra Organic Green Moong Dal - Split",135.00,0.00,2,135.00,500,0,500
864,Munchies,"Weikfield Vanilla Flavoured Custard Powder",37.00,0.00,6,37.00,100,0,100
865,Munchies,"Tata Sampann Moong Dal Split",180.00,1.00,5,178.00,1000,0,200
866,Munchies,"Tata Sampann Kala Chana",64.00,0.00,5,64.00,500,0,500
867,Munchies,"Saffola Soya Chunks Mealmaker",50.00,0.00,2,50.00,200,0,200
868,Munchies,"24 Mantra Bura Sugar (Demerara)",80.00,10.00,6,72.00,500,0,500
869,Munchies,"Popular Essentials Green Cardamom (Elaichi)",200.00,1.00,6,198.00,50,0,50
870,Munchies,"Hershey's Syrup Delicious Strawberry",95.00,0.00,1,95.00,200,0,200
871,Munchies,"Popular Essentials Anjeer",190.00,11.00,4,169.00,100,0,100
872,Munchies,"Popular Essentials Mustard Seeds Rai Small",20.00,0.00,2,20.00,100,0,100
873,"Fruits & Vegetables",Onion,25.00,16.00,3,21.00,1000,0,1
874,"Fruits & Vegetables","Tomato Hybrid",42.00,16.00,3,35.00,1000,0,1
875,"Fruits & Vegetables","Tender Coconut",51.00,15.00,3,43.00,58,0,1
876,"Fruits & Vegetables","Coriander Leaves",20.00,15.00,3,17.00,100,0,100
877,"Fruits & Vegetables","Ladies Finger ",14.00,14.00,3,12.00,250,0,250
878,"Fruits & Vegetables",Potato,35.00,17.00,3,29.00,1000,0,1
879,"Fruits & Vegetables",Lemon,75.00,16.00,3,63.00,200,0,200
880,"Fruits & Vegetables","Watermelon ",58.00,15.00,3,49.00,58,0,1
881,"Fruits & Vegetables","Capsicum Green ",23.00,17.00,3,19.00,250,0,250
882,"Fruits & Vegetables","Chilli Green ",19.00,15.00,3,16.00,100,0,100
883,"Fruits & Vegetables","Banana Robusta",29.00,17.00,3,24.00,348,0,6
884,"Fruits & Vegetables","Garlic Indian ",11.00,18.00,3,9.00,100,0,100
885,"Fruits & Vegetables",Cauliflower,26.00,15.00,3,22.00,58,0,1
886,"Fruits & Vegetables",Ginger,14.00,14.00,3,12.00,200,0,200
887,"Fruits & Vegetables",Spinach,19.00,15.00,3,16.00,250,0,250
888,"Fruits & Vegetables",Muskmelon,42.00,16.00,3,35.00,58,0,1
889,"Fruits & Vegetables","Cabbage ",15.00,13.00,3,13.00,58,0,1
890,"Fruits & Vegetables",Methi,30.00,16.00,3,25.00,250,0,250
891,"Fruits & Vegetables",Broccoli,36.00,16.00,3,30.00,500,0,500
892,"Fruits & Vegetables",Sapota,30.00,16.00,3,25.00,348,0,6
893,"Fruits & Vegetables",Onion,68.00,16.00,3,57.00,3000,0,3
894,"Fruits & Vegetables",Potato,100.00,16.00,3,84.00,3000,0,3
895,"Fruits & Vegetables","Orange Nagpur",82.00,15.00,3,69.00,232,0,4
896,"Fruits & Vegetables","Mint Leaves ",11.00,18.00,3,9.00,100,0,100
897,"Fruits & Vegetables","Beans French",33.00,15.00,3,28.00,250,0,250
898,"Fruits & Vegetables","Bottle Gourd ",26.00,15.00,3,22.00,58,0,1
899,"Fruits & Vegetables","Banana Elaichi ",58.00,15.00,3,49.00,348,0,6
900,"Fruits & Vegetables","Coconut Big",36.00,16.00,3,30.00,58,0,1
901,"Fruits & Vegetables","Curry Leaves",13.00,15.00,3,11.00,50,0,50
902,"Fruits & Vegetables","Brinjal Bharta",19.00,15.00,3,16.00,58,0,1
903,"Fruits & Vegetables","Lettuce Iceberg",25.00,16.00,3,21.00,250,0,250
904,"Fruits & Vegetables",Papaya,54.00,16.00,3,45.00,58,0,1
905,"Fruits & Vegetables","Apple Shimla",142.00,16.00,3,119.00,232,0,4
906,"Fruits & Vegetables","Bitter Gourd",18.00,16.00,3,15.00,250,0,250
907,"Fruits & Vegetables","Brinjal Small",18.00,16.00,3,15.00,250,0,250
908,"Fruits & Vegetables","Sweet Corn",36.00,16.00,3,30.00,116,0,2
909,"Fruits & Vegetables","Spring Onion ",18.00,16.00,3,15.00,250,0,250
910,"Fruits & Vegetables","Bell Peppers Red & Yellow ",118.00,16.00,3,99.00,116,0,2
911,"Fruits & Vegetables","Pomegranate ",106.00,16.00,3,89.00,116,0,2
912,"Fruits & Vegetables","Sweet Lime",30.00,16.00,3,25.00,116,0,2
913,"Fruits & Vegetables","Baby Potato",19.00,15.00,3,16.00,500,0,500
914,"Fruits & Vegetables",Coccinia,32.00,15.00,3,27.00,250,0,250
915,"Fruits & Vegetables",Guava,54.00,16.00,3,45.00,232,0,4
916,"Fruits & Vegetables","Apple Washington",177.00,15.00,3,149.00,232,0,4
917,"Fruits & Vegetables",Amla,32.00,15.00,3,27.00,250,0,250
918,"Fruits & Vegetables","Beans Cluster",30.00,16.00,3,25.00,250,0,250
919,"Fruits & Vegetables","Apple Royal Gala",189.00,15.00,3,159.00,232,0,4
920,"Fruits & Vegetables","Chilli Bhaji",30.00,16.00,3,25.00,250,0,250
921,"Fruits & Vegetables","Lettuce Green",23.00,17.00,3,19.00,100,0,100
922,"Fruits & Vegetables","Baby Corn Peeled",35.00,17.00,3,29.00,250,0,250
923,"Fruits & Vegetables","Mixed Sprouts",35.00,17.00,3,29.00,200,0,200
924,"Fruits & Vegetables","Zucchini Green",35.00,17.00,3,29.00,250,0,250
925,"Fruits & Vegetables","Beans Broad",42.00,16.00,3,35.00,250,0,250
926,"Fruits & Vegetables","Raw Banana",20.00,15.00,6,17.00,500,0,500
927,"Fruits & Vegetables","Colocasia ",29.00,17.00,6,24.00,500,0,500
928,"Fruits & Vegetables","Tomato Cherry ",35.00,17.00,3,29.00,200,0,200
929,"Fruits & Vegetables","Sweet Potato ",38.00,15.00,3,32.00,500,0,500
930,"Fruits & Vegetables","Pineapple Slice",89.00,15.00,3,75.00,200,0,200
931,"Fruits & Vegetables",Orange,54.00,16.00,3,45.00,116,0,2
932,"Fruits & Vegetables","Dragon Fruit Imported",70.00,15.00,3,59.00,58,0,1
933,"Fruits & Vegetables","Zucchini Yellow",42.00,16.00,3,35.00,250,0,500
934,"Fruits & Vegetables","Apple Kinnaur",142.00,16.00,6,119.00,232,0,4
935,"Fruits & Vegetables",Pineapple,94.00,15.00,3,79.00,58,0,1
936,"Fruits & Vegetables",Basil,20.00,15.00,3,17.00,100,0,100
937,"Fruits & Vegetables",Parsley,17.00,17.00,3,14.00,100,0,100
938,"Fruits & Vegetables","Ridge Gourd",30.00,16.00,3,25.00,500,0,500
939,"Fruits & Vegetables","Papaya Cut",46.00,15.00,3,39.00,200,0,200
940,"Fruits & Vegetables","Pomegranate Peeled",58.00,15.00,2,49.00,100,0,100
941,"Fruits & Vegetables","Pear Green Imported",82.00,15.00,3,69.00,116,0,2
942,"Fruits & Vegetables","Guava Thai",70.00,15.00,3,59.00,116,0,2
943,"Fruits & Vegetables","Lettuce Red",20.00,15.00,3,17.00,100,0,100
944,"Fruits & Vegetables","Mango Raw",60.00,16.00,3,50.00,500,0,500
945,"Fruits & Vegetables","Biryani /Pulav Mix",58.00,15.00,3,49.00,250,0,250
946,"Fruits & Vegetables","Banana Nendran",54.00,16.00,6,45.00,500,0,500
947,"Fruits & Vegetables","Pumpkin Cut",30.00,16.00,3,25.00,200,0,200
948,"Fruits & Vegetables","Banana Red",54.00,16.00,6,45.00,500,0,500
949,"Fruits & Vegetables","Radish White",23.00,17.00,6,19.00,500,0,500
950,"Fruits & Vegetables","Avocado Indian Premium",177.00,15.00,3,149.00,58,0,1
951,"Fruits & Vegetables","Banana Leaf",12.00,16.00,2,10.00,58,0,1
952,"Fruits & Vegetables","Sponge Gourd",25.00,16.00,2,21.00,300,0,300
953,"Fruits & Vegetables","Zama Organics Carrot",20.00,15.00,3,17.00,250,0,250
954,"Fruits & Vegetables","Safal Frozen - Mixed Vegetables",110.00,4.00,2,105.00,1000,0,1
955,"Fruits & Vegetables","Zama Organics Sweet Potato",37.00,16.00,3,31.00,250,0,250
956,"Fruits & Vegetables",Beetroot,16.00,18.00,3,13.00,500,0,500
957,"Fruits & Vegetables",Capsicum,26.00,19.00,3,21.00,500,0,500
958,"Fruits & Vegetables",Carrot,19.00,21.00,3,15.00,500,0,500
959,"Fruits & Vegetables",Garlic,17.00,23.00,3,13.00,200,0,200
960,"Fruits & Vegetables",Carrot,13.00,15.00,0,11.00,250,1,200
961,"Fruits & Vegetables",Beetroot,11.00,18.00,0,9.00,250,1,250
962,"Fruits & Vegetables","Moong Sprouts",35.00,17.00,0,29.00,200,1,200
963,"Fruits & Vegetables","Safal Frozen Mixed Vegetables",60.00,5.00,0,57.00,500,1,500
964,"Fruits & Vegetables","Safal Frozen Corn",41.00,4.00,0,39.00,200,1,200
965,"Fruits & Vegetables","Safal Frozen - Sweet Corn",160.00,5.00,0,152.00,1000,1,1
966,"Cooking Essentials","Maggi 2 Minute Masala Noodles",12.00,0.00,6,12.00,70,0,70
967,"Cooking Essentials","iD Idli & Dosa Batter ",80.00,15.00,6,68.00,1000,0,1
968,"Cooking Essentials","Tata Salt",24.00,0.00,6,24.00,1000,0,1
969,"Cooking Essentials","Arden Eggs White",97.00,0.00,4,97.00,696,0,12
970,"Cooking Essentials","Arden Eggs White",65.00,15.00,4,55.00,348,0,6
971,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Pouch)",230.00,4.00,6,219.00,1000,0,1
972,"Cooking Essentials","Aashirvaad Superior MP Atta",250.00,2.00,6,245.00,5000,0,5
973,"Cooking Essentials","Amul Pure Ghee (Pouch)",255.00,2.00,6,249.00,500,0,500
974,"Cooking Essentials","Arden Eggs Brown",85.00,7.00,4,79.00,348,0,6
975,"Cooking Essentials","Tata Salt Lite",40.00,10.00,6,36.00,1000,0,1
976,"Cooking Essentials","Saffola Gold Oil (Pouch)",215.00,0.00,6,215.00,1000,0,1
977,"Cooking Essentials","Fortune Sunlite Refined Sunflower (Jar)",925.00,0.00,6,925.00,5000,0,5
978,"Cooking Essentials","Fortune Rice Bran (Pouch)",225.00,11.00,6,199.00,1000,0,1
979,"Cooking Essentials","Saffola Active Oil",210.00,0.00,6,210.00,1000,0,1
980,"Cooking Essentials","Amul Pure Ghee (Pouch)",505.00,1.00,2,499.00,1000,0,1
981,"Cooking Essentials","Aashirvaad Atta",460.00,13.00,6,399.00,10000,0,10
982,"Cooking Essentials","Popular Essentials Toor Dal (Un-Polished)",160.00,6.00,4,149.00,1000,0,1
983,"Cooking Essentials","Amul Ghee (Tin)",520.00,2.00,6,509.00,1000,0,1
984,"Cooking Essentials","Amul Fresh Cream",197.00,3.00,3,191.00,1000,0,1
985,"Cooking Essentials","Popular Essentials Pure Jaggery",50.00,2.00,6,49.00,450,0,450
986,"Cooking Essentials","Aashirvaad Multigrain Atta",64.00,3.00,2,62.00,1000,0,1
987,"Cooking Essentials","Fortune Soyabean Oil",1005.00,0.00,6,999.00,5000,0,5
988,"Cooking Essentials","Popular Essentials Sunflower Seeds",25.00,0.00,6,25.00,50,0,50
989,"Cooking Essentials","Tata Sampann kabuli chana",185.00,1.00,4,183.00,1000,0,500
990,"Cooking Essentials","Dhara Groundnut Oil (Pouch)",230.00,11.00,6,203.00,1000,0,1
991,"Cooking Essentials","Dhara Health Refined Sun Flower Oil Jar",1200.00,18.00,6,984.00,5000,0,5
992,"Cooking Essentials","24 Mantra Organic Jaggery Powder",80.00,15.00,6,68.00,500,0,500
993,"Cooking Essentials","Tata Sampann High Protien Kabuli Chana",94.00,0.00,1,94.00,500,0,500
994,"Cooking Essentials","Dhara Kachi Ghani Mustard Oil Jar",1250.00,8.00,6,1143.00,5000,0,5
995,"Cooking Essentials","D'lecta Dairy Cream",54.00,5.00,6,51.00,200,0,200
996,"Cooking Essentials","Ching's Secret Instant Hot Garlic Noodles",15.00,0.00,3,15.00,60,0,60
997,"Cooking Essentials","Dabur Ginger Garlic Paste",25.00,8.00,3,23.00,100,0,100
998,"Cooking Essentials","Ching's Secret Instant Schezwan Noodles",15.00,0.00,6,15.00,60,0,60
999,"Cooking Essentials","Gowardhan Ghee/Tuppa Jar",315.00,1.00,6,309.00,500,0,500
